Rxn,cytosol,plastid,plasma membrane,mitochondria,peroxisome,vacuole,thylakoid,inner mitochondrial matrix
BETA_LACTAMASE_RXN,1,0,0,0,0,0,0,0
INORGPYROPHOSPHAT_RXN,0,1,0,0,0,0,0,0
RXN_11524,1,0,0,0,0,0,0,0
ACETOOHBUTSYN_RXN,0,1,0,0,0,0,0,0
RXN_10699,0,0,0,0,1,0,0,0
NADPH_DEHYDROGENASE_FLAVIN_RXN,1,0,0,0,0,0,0,0
RXN_10692,1,0,0,0,0,0,0,0
RXN_10693,1,0,0,0,0,0,0,0
RXN_10696,0,0,0,0,1,0,0,0
RXN_10697,0,0,0,0,1,0,0,0
RXN_10698,0,0,0,0,1,0,0,0
4_2_1_59_RXN,0,1,0,0,0,0,0,0
R02941,0,1,0,0,0,0,0,0
2_1_1_79_RXN,0,0,1,1,0,0,0,0
RXN_14994,1,0,0,0,0,0,0,0
PALMITOYL_COA_HYDROLASE_RXN,0,1,0,0,0,0,0,0
RXN_2621,1,0,0,0,0,0,0,0
RXN_2622,1,0,0,0,0,0,0,0
salicyl_alcohol_glucosyltransferase_rxn,0,1,0,0,0,0,0,0
RXN_2561,0,1,0,0,0,0,0,0
CYTOCHROME_C_OXIDASE_RXN,0,0,0,0,0,0,0,0
RXN1F_10,0,1,0,0,0,0,0,0
FUCOKINASE_RXN,1,1,0,1,1,0,0,0
RXN1F_19,0,1,0,0,0,0,0,0
DIHYDROXYISOVALDEHYDRAT_RXN,0,1,0,0,0,0,0,0
3_1_3_76_RXN,1,0,0,0,0,0,0,0
F16BDEPHOS_RXN,1,1,0,0,0,0,0,0
RXN_14932,1,0,0,0,0,0,0,0
MBCOA_DHLIPOAMIDE_RXN,1,0,0,0,0,0,0,0
AMINEOXID_RXN,1,0,0,0,0,0,0,0
RXN_14208,1,0,0,0,0,0,0,0
RXN_6724,1,1,0,0,0,0,0,0
2_3_1_92_RXN,1,1,0,0,1,0,0,0
RXN_14201,1,1,0,0,0,0,0,0
RXN_6723,1,0,0,0,0,0,0,0
2_6_1_57_RXN,1,0,0,0,0,0,0,0
RXN0_2301,1,0,0,0,0,0,0,0
MMUM_RXN,1,0,0,0,0,0,0,0
RXN0_5433,1,1,0,0,0,0,0,0
R00571,1,0,0,0,0,0,0,0
GTP_CYCLOHYDRO_I_RXN,0,1,0,0,0,0,0,0
1_1_1_8_RXN,1,1,0,0,1,0,0,0
R00372,0,1,0,0,0,0,0,0
PROTOHEMEFERROCHELAT_RXN,0,1,0,0,0,0,0,0
MR00367,1,0,0,0,0,0,0,0
RXN_13822,1,0,1,1,0,0,0,0
METHYLCROTONYL_COA_CARBOXYLASE_RXN,0,0,0,1,0,0,0,0
RXN_18178,1,0,0,0,0,0,0,0
RXN_1841,1,0,0,0,0,0,0,0
RXN_13642,1,0,0,0,0,0,0,0
RXN_13643,1,0,0,0,0,0,0,0
RXN_13641,0,1,0,0,0,0,0,0
RXN_6384,0,0,0,0,1,0,0,0
SARCOX_RXN,1,1,0,0,1,0,0,0
RXN_6383,0,0,0,0,1,0,0,0
RXN66_469,1,0,0,0,0,0,0,0
RXN_2541,0,1,0,0,0,0,0,0
RXN_2542,0,1,0,0,0,0,0,0
RXN_2543,0,1,0,0,0,0,0,0
NARINGENIN_3_DIOXYGENASE_RXN,1,1,0,0,0,0,0,0
L_ARABINOKINASE_RXN,1,0,0,0,0,0,0,0
HISTIDINE_DECARBOXYLASE_RXN,1,0,0,0,0,0,0,0
R05604,1,0,0,0,0,0,0,0
3_1_1_81_RXN,1,0,0,0,0,0,0,0
RXN_4723,0,1,0,0,0,0,0,0
SCOPOLETIN_GLUCOSYLTRANSFERASE_RXN,0,0,1,0,0,0,0,0
UDPREDUCT_RXN,0,1,0,0,0,0,0,0
R07484,1,0,0,0,0,0,0,0
R07486,1,0,0,0,0,0,0,0
RXN_7253,1,1,0,0,0,0,0,0
RXN_7700,0,1,0,0,0,0,0,0
RXN_7251,1,1,0,0,0,0,0,0
RXN_7250,1,1,0,0,0,0,0,0
RIBOPHOSPHAT_RXN,0,1,0,0,0,0,0,0
2_7_1_152_RXN,1,0,0,0,0,0,0,0
CYCLOARTENOL_SYNTHASE_RXN,1,0,0,0,0,0,0,0
ESTRADIOL_17_BETA_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
PORPHOBILSYNTH_RXN,0,1,0,0,0,0,0,0
RXN3DJ_11417,1,0,0,0,0,1,0,0
PHOSPHATIDYLINOSITOL_3_PHOSPHATASE_RXN,1,0,0,0,0,0,0,0
THIAZOLSYN3_RXN,0,1,0,0,0,0,0,0
2_4_2_38_RXN,1,0,0,0,0,0,0,0
3_1_2__RX,0,0,0,0,0,0,0,0
12_ALPHA_L_FUCOSIDASE_RXN,1,0,0,0,0,0,0,0
RXN_8014,0,0,0,1,0,0,0,0
2_5_1_43_RXN,1,0,0,0,0,0,0,0
N_CARBAMOYLSARCOSINE_AMIDASE_RXN,1,0,0,0,0,0,0,0
R06284,0,1,0,0,0,0,0,0
RXN_7674,0,1,0,0,0,0,0,0
RXN_7679,0,1,0,0,0,0,0,0
RXN_7678,0,1,0,0,0,0,0,0
XYLISOM_RXN,1,0,0,0,0,0,0,0
RXN_600,1,0,0,0,1,0,0,0
RXN_9944,0,1,0,0,0,0,0,0
RXN_602,1,0,0,0,0,0,0,0
2_5_1_32_RXN,0,1,0,0,0,0,0,0
RXN_8495,1,0,0,0,0,0,0,0
SUCCINATE_SEMIALDEHYDE_DEHYDROGENASE_RXN,0,0,0,1,0,0,0,0
RXNQT_4328,1,0,0,0,0,0,0,0
PREPHENATE_TRANSAMINE_RXN,1,1,0,0,0,0,0,0
2_3_1_43_RXN,1,0,0,0,0,0,0,0
RXNQT_4325,1,0,0,0,0,0,0,0
RXNQT_4324,1,0,0,0,0,0,0,0
RXNQT_4327,1,0,0,0,0,0,0,0
RXNQT_4326,1,0,0,0,0,0,0,0
RXN_12195,1,1,0,0,0,0,0,0
FLAVONOID_3_MONOOXYGENASE_RXN,1,0,0,0,0,0,0,0
RXN_12197,1,1,0,1,0,0,0,0
RXN_12196,1,0,0,1,1,0,0,0
LONG_CHAIN_ALCOHOL_OXIDASE_RXN,1,0,0,0,0,0,0,0
GAPOXNPHOSPHN_RXN,1,1,0,0,0,0,0,0
RXN_12199,1,1,1,1,0,0,0,0
RXN_12198,1,1,0,1,0,0,0,0
RXN_16786,1,0,0,0,0,0,0,0
RXN_1623,1,1,1,1,1,0,0,0
HOMOGENTISATE_12_DIOXYGENASE_RXN,1,0,0,0,0,0,0,0
GUANINE_DEAMINASE_RXN,1,0,0,0,0,0,0,0
RXN_12042,1,0,0,0,0,0,0,0
2_3_1_75_RXN,1,0,0,0,0,0,0,0
DIPHOSPHOMEVALONTE_DECARBOXYLASE_RXN,1,0,0,0,0,0,0,0
RXN_9549,1,1,0,1,1,0,0,0
RXN_9548,0,1,0,0,0,0,0,0
1_14_11_18_RXN,1,0,0,0,0,0,0,0
3_OXOACYL_ACP_SYNTH_BASE_RXN,0,1,0,0,0,0,0,0
RXN_9540,0,1,0,0,0,0,0,0
RXN_9545,1,0,0,0,0,0,0,0
ATP_PYROPHOSPHATASE_RXN,0,1,0,1,0,0,0,0
RXN_9614,1,1,0,0,0,0,0,0
RXN_9616,1,0,0,0,0,0,0,0
ASNSYNB_RXN,1,0,0,0,0,0,0,0
R01577,1,0,0,0,0,0,0,0
RXN_8233,1,0,0,0,1,0,0,0
ALLANTOINASE_RXN,0,0,0,0,1,0,0,0
2_7_1_133_RXN,1,0,0,0,0,0,0,0
SIALATE_O_ACETYLESTERASE_RXN,1,0,0,0,0,0,0,0
3_1_1_74_RXN,1,0,0,0,0,0,0,0
R01081,1,0,0,0,0,0,0,0
1_8_4_9_RXN,0,1,0,0,0,0,0,0
ETHANOLAMINEPHOSPHOTRANSFERASE_RXN,1,0,0,0,0,0,0,0
R02260,1,0,0,0,0,0,0,0
RXN_9725,1,0,0,0,0,0,0,0
RXN_9724,1,0,0,0,0,0,0,0
RXN_9723,1,0,0,0,0,0,0,0
R223_RXN,1,0,0,0,0,0,0,0
2_4_1_214_RXN,1,0,0,0,0,0,0,0
RXN_11623,1,0,0,0,0,0,0,0
AMYGDALIN_BETA_GLUCOSIDASE_RXN,1,0,0,0,0,0,0,0
RXN_2944,1,0,0,0,0,0,0,0
1_1_1_34_RXN,1,1,0,0,0,0,0,0
CDP_GLYCEROL_PYROPHOSPHATASE_RXN,1,0,0,0,0,0,0,0
glycerate_dehydrogenase_rxn,0,1,0,0,0,0,0,0
6_BETA_HYDROXYHYOSCYAMINE_EPOXIDASE_RXN,1,0,0,0,0,0,0,0
3_6_3_4_RXN,0,0,0,0,0,0,0,0
H2PTEROATESYNTH_RXN,0,1,0,1,0,0,0,0
RXN0_1321,1,0,0,0,0,0,0,0
RXN_1442,1,0,0,0,0,0,0,0
RXN_1443,1,0,0,0,0,0,0,0
RXN_1444,1,0,0,0,0,0,0,0
rxn_1062,0,1,0,0,0,0,0,0
RXN_11241,1,0,0,0,0,0,0,0
rxn_1065,0,1,0,0,0,0,0,0
3_1_4_11_RXN,1,1,1,0,0,0,0,0
RXN_16761,1,0,0,0,0,0,0,0
RXN_12226,1,0,0,0,0,0,0,0
2_4_1_122_RXN,1,0,0,0,0,0,0,0
PYRIMSYN3_RXN,0,1,0,0,0,0,0,0
S_FORMYLGLUTATHIONE_HYDROLASE_RXN,1,0,0,0,0,0,0,0
RXN_11756,1,0,0,0,0,0,0,0
RXN_11757,1,0,0,0,0,0,0,0
RXN_11754,1,0,0,0,0,0,0,0
PHOSGLYPHOS_RXN,1,1,0,0,0,0,0,0
RXN_1143,1,0,0,1,0,0,0,0
RXN_1142,1,0,0,1,0,0,0,0
BUTYRATE__COA_LIGASE_RXN,1,0,0,0,0,0,0,0
TREHALOSE6PSYN_RXN,1,0,0,0,0,0,0,0
RXN_4264,1,0,0,0,0,0,0,0
RXN0_5055,0,1,0,1,0,0,0,0
RXN_10756,1,0,0,0,0,0,0,0
RXN1G_349,1,0,0,0,0,0,0,0
RXN1F_20,0,1,0,1,0,0,0,0
3_1_3_68_RXN,1,0,0,0,0,0,0,0
UREASE_RXN,1,1,0,0,1,0,0,0
2_4_1_126_RXN,1,0,1,0,0,0,0,0
RXN_2761,1,0,0,0,0,0,0,0
RXN_2762,0,1,0,0,0,0,0,0
R00021,0,1,0,0,0,0,0,0
GUANIDINOBUTANAMIDE_NH3_RXN,0,1,0,0,0,0,0,0
2_4_1_37_RXN,1,0,0,0,0,0,0,0
IMP_DEHYDROG_RXN,1,1,0,0,0,0,0,0
RXN_14922,1,0,0,0,0,0,0,0
RXN_14921,1,0,0,0,0,0,0,0
RXN_7842,1,0,0,0,0,0,0,0
RXN_7843,1,0,0,0,0,0,0,0
RXN_14929,1,0,0,0,0,0,0,0
1_1_1_39_RXN,0,0,0,1,0,0,0,0
GLUCOSAMINEPNACETYLTRANS_RXN,1,0,0,0,0,0,0,0
2_7_7_14_RXN,1,0,0,0,0,0,0,0
GLUTAMATE_N_ACETYLTRANSFERASE_RXN,0,1,0,0,0,0,0,0
4_2_1_107_RXN,1,0,0,0,0,0,0,0
2_1_1_103_RXN,1,0,0,0,0,0,0,0
DCDPKIN_RXN,1,1,0,0,0,0,0,0
RXN1F_28,1,0,0,0,0,0,0,0
3_HYDROXYPROPIONATE_DEHYDROGENASE_RXN,0,0,0,0,1,0,0,0
RXN_9659,0,1,0,0,0,0,0,0
RXN_14326,1,0,0,0,0,0,0,0
PMPOXI_RXN,0,1,0,0,0,0,0,0
ARGSUCCINLYA_RXN,1,1,0,0,0,0,0,0
RXN66_321,1,0,0,0,0,0,0,0
RXN66_323,0,1,0,1,1,0,0,0
SUCCINATE_DEHYDROGENASE_UBIQUINONE_RXN,0,0,0,1,0,0,0,0
DADPKIN_RXN,0,1,0,0,0,0,0,0
RXN_3142,1,1,0,0,0,0,0,0
RXN_14454,1,0,0,0,0,0,0,0
RXN_6722,1,0,0,0,0,0,0,0
3_1_3_56_RXN,0,1,0,0,0,0,0,0
4_2_3_19_RXN,0,1,0,0,0,0,0,0
2_1_1_128_RXN,1,0,0,0,0,0,0,0
RXN_10974,1,0,0,0,0,0,0,0
GERANYL_DIPHOSPHATE_CYCLASE_RXN,0,1,0,0,0,0,0,0
RXN_10971,1,0,0,0,0,0,0,0
RXN_10973,1,0,0,0,0,0,0,0
RXN_10972,1,0,0,0,0,0,0,0
RXN_10979,1,0,0,0,0,0,0,0
1_8_98_2_RXN,1,0,0,0,0,0,0,0
etr_quinones_c2,0,0,0,0,0,0,0,0
RXN_4735,0,1,0,0,0,0,0,0
RXN_11479,1,0,0,0,0,0,0,0
ENOYL_COA_HYDRAT_RXN,0,0,0,0,1,0,0,0
PANTEPADENYLYLTRAN_RXN,0,1,0,0,0,0,0,0
L_ASPARTATE_OXID_RXN,1,1,0,0,0,0,0,0
3_HYDROXYISOBUTYRATE_DEHYDROGENASE_RXN,0,0,0,1,1,0,0,0
RXN_6642,1,0,0,0,0,0,0,0
RXN_6641,0,0,0,0,0,1,0,0
RXN66_526,1,0,0,0,0,0,0,0
CYTOKININ_7_BETA_GLUCOSYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
23_DIMETHYLMALATE_LYASE_RXN,0,1,0,0,0,0,0,0
2_7_7_15_RXN,1,1,0,0,0,0,0,0
OHMETHYLBILANESYN_RXN,0,1,0,0,0,0,0,0
ARYL_ALCOHOL_DEHYDROGENASE_NADP+_RXN,1,0,0,0,0,0,0,0
RXN_7461,1,0,0,0,0,0,0,0
RXN_8001,1,0,0,0,0,0,0,0
PNPOXI_RXN,0,1,0,0,0,0,0,0
H2NEOPTERINALDOL_RXN,0,1,0,0,0,0,0,0
RXN_7607,1,1,0,0,0,0,0,0
2_4_1_114_RXN,0,1,0,0,0,0,0,0
URIDINE_NUCLEOSIDASE_RXN,1,1,0,0,0,0,0,0
RXN_3562,1,0,0,0,0,0,0,0
METHYLACETOACETYLCOATHIOL_RXN,1,0,0,1,1,0,0,0
3_2_1_23_RXN,1,0,0,0,0,0,0,0
TIGLYLCOA_HYDROXY_RXN,0,0,0,1,1,0,0,0
RXNDQC_2,1,0,1,0,1,0,0,0
GUANYLCYC_RXN,0,0,1,0,0,0,0,0
RXN_12184,1,0,0,0,0,0,0,0
RXN0_5330,0,0,0,1,0,0,0,0
RXN_8134,1,0,0,0,0,0,0,0
2_7_1_140_RXN,1,0,0,0,0,0,0,0
RXN_8139,1,0,0,0,0,0,0,0
INOPHOSPHOR_RXN,0,1,0,0,1,0,0,0
RXN_9847,1,0,0,0,0,0,0,0
RXN_709,0,1,0,1,0,0,0,0
RXN_8450,1,0,0,0,0,0,0,0
DIHYDRODIPICSYN_RXN,0,1,0,0,0,0,0,0
RXN_9539,0,1,0,0,0,0,0,0
RXN_9536,0,1,0,0,0,0,0,0
RXN_9537,0,1,0,0,0,0,0,0
LUMAZINESYN_RXN,0,1,0,0,0,0,0,0
RXN_9532,0,1,0,0,0,0,0,0
RXN_9533,0,1,0,0,0,0,0,0
RXN_9664,1,0,0,0,0,0,0,0
RXN_9666,1,1,0,0,0,0,0,0
RXN_9660,0,1,0,0,0,0,0,0
RXN_9661,0,1,0,0,0,0,0,0
RXN_9662,0,1,0,0,0,0,0,0
RXN_9191,0,1,0,0,0,0,0,0
TROPINESTERASE_RXN,1,0,0,0,0,0,0,0
1_1_3_37_RXN,1,0,0,0,0,0,0,0
THIOESTER_RXN,0,0,0,1,0,0,0,0
1_14_13_71_RXN,1,0,0,0,0,0,0,0
RXN_9282,1,0,0,0,0,0,0,0
RXN_9280,1,0,0,0,0,0,0,0
RXN_9281,1,0,0,0,0,0,0,0
RXN_9287,1,0,0,0,0,0,0,0
RXN_12521,0,0,0,0,1,0,0,0
L_IDITOL_2_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
TRIOSEPISOMERIZATION_RXN,1,1,0,0,0,0,0,0
SINAPATE_1_GLUCOSYLTRANSFERASE_RXN,1,1,0,0,1,0,0,0
3_HYDROXBUTYRYL_COA_DEHYDRATASE_RXN,0,0,0,0,1,0,0,0
R03928,1,0,0,0,0,0,0,0
ALDOSE_1_EPIMERASE_RXN,1,1,0,0,0,0,0,0
RXN_5286,0,1,0,0,0,0,0,0
R01217,0,1,0,0,0,0,0,0
RXN_5285,0,1,0,0,0,0,0,0
RXN_5282,0,1,0,0,0,0,0,0
RXN0_5116,1,0,0,0,0,0,0,0
RXN0_5114,0,1,0,0,0,0,0,0
N_ACETYLGLUTPREDUCT_RXN,0,1,0,0,0,0,0,0
RXN_3601,1,0,0,0,0,0,0,0
FARNESYLTRANSTRANSFERASE_RXN,0,1,0,0,0,0,0,0
KDO_8PSYNTH_RXN,0,1,0,0,0,0,0,0
RXN_11501,0,1,0,1,0,0,0,0
RXN_15881,1,0,0,0,0,0,0,0
5_3_1_23_RXN,1,0,0,0,0,0,0,0
3_2_1_65_RXN,1,0,0,0,0,0,0,0
RXN_12981,1,0,0,0,0,0,0,0
DIHYDROOROTATE_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
DIHYDROKAEMPFEROL_4_REDUCTASE_RXN,1,0,0,0,0,0,0,0
L_3_CYANOALANINE_SYNTHASE_RXN,1,0,0,0,0,0,0,0
RXN_11760,1,0,0,0,0,0,0,0
RXN_16999,1,1,0,0,0,0,0,0
FRUCTOKINASE_RXN,1,1,0,1,0,0,0,0
DARAB5PISOM_RXN,1,0,0,0,0,0,0,0
RXN_969,0,1,0,0,1,0,0,0
HYDROXYPHENYLPYRUVATE_REDUCTASE_RXN,1,0,0,0,0,0,0,0
GPPSYN_RXN,0,1,0,0,0,0,0,0
TRYPTOPHAN_AMINOTRANSFERASE_RXN,1,1,0,0,0,0,0,0
2_METHYLACYL_COA_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
RXN_10741,1,0,0,0,0,0,0,0
RXN_10747,1,0,0,1,0,0,0,0
RXN_10745,1,1,0,0,1,0,0,0
RXN_10749,1,0,0,0,0,0,0,0
PEPCARBOXYKIN_RXN,1,0,0,0,0,0,0,0
2_4_1_224_RXN,1,0,0,0,0,0,0,0
RXN_14046,0,1,0,0,0,0,0,0
RXN0_1001,1,1,0,0,0,0,0,0
2_3_1_133_RXN,1,0,0,0,0,0,0,0
UROGENDECARBOX_RXN,0,1,0,0,0,0,0,0
3_2_1_7_RXN,1,0,0,0,0,0,0,0
rxn_260,0,0,0,0,0,0,0,0
ACSERLY_RXN,0,1,0,0,0,0,0,0
2_7_7_1_RXN,1,0,0,0,0,0,0,0
RXN_14919,1,0,0,0,0,0,0,0
RXN_14918,0,1,0,0,0,0,0,0
RXN0_949,1,0,0,0,0,0,0,0
1_1_1_288_RXN,0,1,0,0,0,0,0,0
RXN_14912,1,0,0,0,0,0,0,0
R04020,0,1,0,0,0,0,0,0
RXN0_947,1,1,0,1,0,0,0,0
RXN_14917,1,0,0,0,0,0,0,0
RXN_7855,1,0,0,0,0,0,0,0
RXN_7854,1,0,0,0,0,0,0,0
rxn_9807,0,1,0,0,0,0,0,0
RXN_6381,0,0,0,1,0,0,0,0
2_3_1_168_RXN,1,0,0,0,0,0,0,0
2_4_1_134_RXN,0,1,1,1,0,0,0,0
RIBOFLAVINSYNREDUC_RXN,0,1,0,0,0,0,0,0
R222_RXN,0,0,0,1,0,0,0,0
THIOL_S_METHYLTRANSFERASE_RXN,1,0,0,0,0,0,0,0
3_1_2_14_RXN,0,1,0,1,0,0,0,0
ARGINASE_RXN,1,0,0,0,0,0,0,0
R08160,0,1,0,0,0,0,0,0
RXN_11963,1,0,0,0,0,0,0,0
RXN_13803,1,0,0,0,0,0,0,0
RXN_13805,1,0,0,0,0,0,0,0
RXN1F_357,1,0,0,0,0,0,0,0
GLUTAMATE_FORMIMINOTRANSFERASE_RXN,1,0,0,0,0,0,0,0
2_7_1_68_RXN,0,1,0,0,0,0,0,0
4_4_1_14_RXN,0,1,0,0,1,0,0,0
R07135,1,0,0,0,0,0,0,0
RXN_2562,0,1,0,0,0,0,0,0
OXALODECARB_RXN,0,1,0,0,1,0,0,0
2_4_1_225_RXN,1,0,0,0,0,0,0,0
O_SUCCHOMOSERLYASE_RXN,1,1,0,0,0,0,0,0
RXN_12088,1,0,0,0,0,0,0,0
R01993,0,1,0,0,0,0,0,0
TRANS_CINNAMATE_2_MONOOXYGENASE_RXN,0,1,0,0,0,0,0,0
3_1_3_46_RXN,1,0,0,0,0,0,0,0
SPHINGANINE_1_PHOSPHATE_ALDOLASE_RXN,0,0,1,0,0,0,0,0
LYSDECARBOX_RXN,0,1,0,0,0,0,0,0
RXN_3284,1,0,0,0,0,0,0,0
2_4_99_8_RXN,1,0,0,0,0,0,0,0
R06602,0,1,0,0,0,0,0,0
DUTP_PYROP_RXN,0,1,0,0,0,0,0,0
3_2_1_50_RXN,0,0,0,0,0,1,0,0
OHACYL_COA_DEHYDROG_RXN,0,0,0,0,1,0,0,0
PROCOLLAGEN_LYSINE_5_DIOXYGENASE_RXN,1,0,0,1,0,0,0,0
1_5_1_8_RXN,1,0,0,0,0,0,0,0
CARVEOL_DEHYDROGENASE_RXN,1,0,0,0,0,0,0,0
RXN_8036,0,1,0,0,0,0,0,0
RXN_8037,0,1,0,0,0,0,0,0
RXN_8035,1,0,0,0,0,0,0,0
GLUTAMIN_RXN,1,0,0,0,0,0,0,0
RXN_7614,1,0,0,0,0,0,0,0
RXN_13112,1,0,0,0,0,0,0,0
2_4_1_43_RXN,1,0,0,0,0,0,0,0
2_3_1_103_RXN,1,0,0,0,0,0,0,0
3_1_1_82_RXN,1,1,1,0,0,0,0,0
RXNQT_4301,0,1,0,0,0,0,0,0
RXNQT_4300,0,1,0,0,0,0,0,0
SEDOHEPTULOSE_BISPHOSPHATASE_RXN,1,1,0,0,0,0,0,0
RXN_14100,1,0,0,0,0,0,0,0
RXN_15458,1,0,0,0,0,0,0,0
RXN_9985,1,0,0,0,0,0,0,0
R00850,1,0,0,0,0,0,0,0
RXN_9989,1,0,0,0,0,0,0,0
RXN_8453,1,0,0,0,0,0,0,0
RXN_8455,1,0,0,0,0,0,0,0
3_2_1_52_RXN,1,0,0,0,0,0,0,0
RXN_10629,1,0,0,0,0,0,0,0
AMYLOMALT_RXN,0,1,0,0,0,0,0,0
rxn_8074,0,1,0,0,0,0,0,0
MALIC_NADP_RXN,1,1,0,1,0,0,0,0
ACYLGLYCERONE_PHOSPHATE_REDUCTASE_RXN,1,0,0,0,1,0,0,0
THIOL_OXIDASE_RXN,1,0,0,0,0,0,0,0
2_4_1_198_RXN,1,0,0,0,0,0,0,0
RXN_8850,0,1,0,0,0,0,0,0
RXN_9528,0,1,0,0,0,0,0,0
RXN_9524,0,1,0,0,0,0,0,0
LEUKOTRIENE_A4_HYDROLASE_RXN,0,0,1,0,0,0,0,0
RXN_9520,1,1,0,1,1,0,0,0
RXN_12730,1,0,0,0,0,0,0,0
RXN_9674,0,1,0,0,0,0,0,0
RXN_9673,0,1,0,0,0,0,0,0
RXN_12089,1,0,0,0,0,0,0,0
RXN_9670,0,1,0,0,0,0,0,0
RXN_12086,0,1,0,0,0,0,0,0
R01519,1,0,0,0,0,0,0,0
GUANYL_KIN_RXN,1,0,0,0,0,0,0,0
RXN_3765,1,0,0,0,0,0,0,0
RXN_3761,1,0,0,0,0,0,0,0
4_1_99_4_RXN,0,1,0,0,0,0,0,0
2_7_8_23_RXN,0,1,0,0,0,0,0,0
PNP_RXN,1,0,0,0,0,0,0,0
R01982,1,0,0,0,0,0,0,0
RXN_6883,0,1,0,1,0,0,0,0
RXN_17107,1,0,0,0,0,0,0,0
RXN_12428,1,0,0,0,0,0,0,0
PYRUVATE_CARBOXYLASE_RXN,0,1,1,1,0,0,0,0
L_ASCORBATE_PEROXIDASE_RXN,1,1,0,0,1,0,0,0
SPERMACTRAN_RXN,1,0,0,0,0,0,0,0
HOMOCYSMET_RXN,1,1,0,0,0,0,0,0
RXN_11190,1,0,0,0,0,0,0,0
PYRUVATE_DECARBOXYLASE_RXN,1,0,0,0,0,0,0,0
2_7_7_60_RXN,0,1,0,0,0,0,0,0
